거래일자,거래유형,거래가격(USD),주식수량,거래금액(KRW),거래금액(USD),드로우다운(%),거래사유,포트폴리오 가치(KRW),포트폴리오 가치(USD),현금잔고(KRW)
2024-02-13,BUY,56.13981246948242,13.702054484933003,1000000.0,769.2307692307693,5.856977494347439,고점대비 5.9% 하락 (매수단계: 1),100000000.0,769.2307692307693,99000000.0
2024-02-14,SELL,57.920772552490234,13.702054484933003,1031723.6557207231,793.6335813236332,5.856977494347439,드로우다운 51.0% 회복,100031723.65572073,0.0,100031723.65572073
2024-02-20,BUY,55.486793518066406,13.863312699449988,1000000.0,769.2307692307693,6.952050226790115,고점대비 7.0% 하락 (매수단계: 1),100031723.65572073,769.2307692307693,99031723.65572073
2024-02-21,BUY,54.79419708251953,14.038544411414865,1000000.0,769.2307692307693,8.113491972867708,고점대비 8.1% 하락 (매수단계: 1),100019241.47047207,1528.8598575010278,98031723.65572073
2024-02-22,SELL,59.53352737426758,13.863312699449988,1072931.4779179583,825.3319060907372,6.952050226790115,드로우다운 97.6% 회복,101264079.89997202,77895.44607690156,99104655.13363868
2024-02-22,SELL,59.53352737426758,14.038544411414865,1086493.2884153894,835.7640680118379,8.113491972867708,드로우다운 98.0% 회복,100191148.42205407,0.0,100191148.42205407
2024-03-05,BUY,58.41548538208008,13.168268040562129,1000000.0,769.2307692307693,6.478696199246896,고점대비 6.5% 하락 (매수단계: 1),100191148.42205407,769.2307692307693,99191148.42205407
2024-03-06,SELL,59.493953704833984,13.168268040562129,1018462.0279314627,783.4323291780482,6.478696199246896,드로우다운 26.7% 회복,100209610.44998553,0.0,100209610.44998553
2024-03-11,BUY,58.73209762573242,13.09728070896866,1000000.0,769.2307692307693,5.971810231733695,고점대비 6.0% 하락 (매수단계: 1),100209610.44998553,769.2307692307693,99209610.44998553
2024-03-12,SELL,61.225440979003906,13.09728070896866,1042452.8231421292,801.8867870324071,5.971810231733695,드로우다운 66.8% 회복,100252063.27312766,0.0,100252063.27312766
2024-03-14,BUY,59.31585693359375,12.96838331260983,1000000.0,769.2307692307693,5.037230450021153,고점대비 5.0% 하락 (매수단계: 1),100252063.27312766,769.2307692307693,99252063.27312766
2024-03-15,BUY,57.14902114868164,13.460086520633512,1000000.0,769.2307692307693,8.506264498127743,고점대비 8.5% 하락 (매수단계: 1),100215532.80898318,1510.3611814273183,98252063.27312766
2024-03-18,SELL,58.76177978515625,13.460086520633512,1028220.2320190014,790.9386400146165,8.506264498127743,드로우다운 30.4% 회복,101299162.60686627,77922.43277451252,99280283.50514667
2024-03-18,BUY,58.76177978515625,13.0906649193271,1000000.0,769.2307692307693,5.924290053979771,고점대비 5.9% 하락 (매수단계: 1),100270942.37484726,1531.2760536158432,98280283.50514667
2024-03-19,SELL,59.167442321777344,13.0906649193271,1006903.5100384003,774.5411615680002,5.924290053979771,드로우다운 11.0% 회복,101291588.41837567,77916.60647567359,99287187.01518507
2024-03-19,BUY,59.167442321777344,13.000912986019744,1000000.0,769.2307692307693,5.274837445997785,고점대비 5.3% 하락 (매수단계: 1),100284684.90833728,1536.536840886311,98287187.01518507
2024-03-20,SELL,61.26762008666992,12.96838331260983,1032904.5765158758,794.5419819352891,5.037230450021153,드로우다운 62.0% 회복,101388491.66510633,77991.14743469718,99320091.59170094
2024-03-20,SELL,61.26762008666992,13.000912986019744,1035495.4968895044,796.5349976073111,5.274837445997785,드로우다운 63.7% 회복,100355587.08859044,0.0,100355587.08859044
2024-04-04,BUY,57.41481018066406,13.397776058307475,1000000.0,769.2307692307693,8.080744849624379,고점대비 8.1% 하락 (매수단계: 1),100355587.08859044,769.2307692307693,99355587.08859044
2024-04-05,SELL,59.44051742553711,13.397776058307475,1035281.9636344501,796.3707412572693,8.080744849624379,드로우다운 40.1% 회복,100390869.05222489,0.0,100390869.05222489
2024-04-10,BUY,58.517032623291016,13.145416552181752,1000000.0,769.2307692307693,6.316122348609514,고점대비 6.3% 하락 (매수단계: 1),100390869.05222489,769.2307692307693,99390869.05222489
2024-04-11,SELL,61.26762008666992,13.145416552181752,1047004.9033601221,805.3883872000939,6.316122348609514,드로우다운 69.7% 회복,100437873.95558502,0.0,100437873.95558502
2024-04-12,BUY,58.308502197265625,13.192428895332563,1000000.0,769.2307692307693,6.649972819875197,고점대비 6.6% 하락 (매수단계: 1),100437873.95558502,769.2307692307693,99437873.95558502
2024-04-15,BUY,55.37917709350586,27.78050558360408,2000000.0,1538.4615384615386,11.339727619788743,고점대비 11.3% 하락 (매수단계: 2),100387635.56849955,2269.0473945496447,97437873.95558502
2024-04-16,SELL,55.38910675048828,27.78050558360408,2000358.6061586165,1538.737389352782,11.339727619788743,드로우다운 0.1% 회복,102388523.07599859,78760.40236615276,99438232.56174363
2024-04-16,BUY,55.38910675048828,27.775525346380068,2000000.0,1538.4615384615386,11.323830559938663,고점대비 11.3% 하락 (매수단계: 2),100388164.46983998,2269.1783908433404,97438232.56174363
2024-04-17,BUY,53.33361053466797,28.846003918326627,2000000.0,1538.4615384615386,14.614613557010198,고점대비 14.6% 하락 (매수단계: 2),100278692.15245211,3723.430454391139,95438232.56174363
2024-04-18,BUY,52.380340576171875,58.74194484185518,4000000.0,3076.923076923077,16.140767945859853,고점대비 16.1% 하락 (매수단계: 3),100192175.13875514,6733.801982316548,91438232.56174363
2024-04-19,BUY,49.13325500488281,125.24808611264594,8000000.0,6153.846153846154,21.33924698259696,고점대비 21.3% 하락 (매수단계: 4),99649513.5156912,12470.216118421215,83438232.56174363
2024-04-22,SELL,50.56316375732422,125.24808611264594,8232821.33492671,6332.939488405162,21.33924698259696,드로우다운 10.7% 회복,108354126.35968918,83349.32796899167,91671053.89667034
2024-04-22,BUY,50.56316375732422,60.85305681603786,4000000.0,3076.923076923077,19.050009292115465,고점대비 19.1% 하락 (매수단계: 3),100121305.02476247,9577.116252378555,87671053.89667034
2024-04-23,SELL,52.81725311279297,58.74194484185518,4033364.6197649846,3102.588169049988,16.140767945859853,드로우다운 4.3% 회복,104709697.78073026,80545.92136979252,91704418.51643533
2024-04-23,SELL,52.81725311279297,60.85305681603786,4178318.695901796,3214.0913045398433,19.050009292115465,드로우다운 18.9% 회복,108888016.47663206,83760.01267433235,95882737.21233712
2024-04-23,BUY,52.81725311279297,58.25602233331232,4000000.0,3076.923076923077,15.441285098042353,고점대비 15.4% 하락 (매수단계: 3),100676333.16096526,6764.304575867808,91882737.21233712
2024-04-24,SELL,53.33361053466797,58.25602233331232,4039105.2083509383,3107.0040064237987,15.441285098042353,드로우다운 5.4% 회복,104801407.21974748,80616.46709211345,95921842.42068806
2024-04-24,BUY,53.33361053466797,28.846003918326627,2000000.0,1538.4615384615386,14.614613557010198,고점대비 14.6% 하락 (매수단계: 2),100762302.01139654,5261.8919928526775,93921842.42068806
2024-04-25,BUY,52.479637145996094,58.63079937773216,4000000.0,3076.923076923077,15.981797347359064,고점대비 16.0% 하락 (매수단계: 3),100652773.13461155,8254.562087633452,89921842.42068806
2024-04-26,SELL,54.892608642578125,28.846003918326627,2058462.1251882722,1583.4324039909786,14.614613557010198,드로우다운 17.1% 회복,103204634.82108985,79388.18063160758,91980304.54587634
2024-04-26,SELL,54.892608642578125,28.846003918326627,2058462.1251882722,1583.4324039909786,14.614613557010198,드로우다운 17.1% 회복,105263096.94627813,80971.61303559855,94038766.67106462
2024-04-26,SELL,54.892608642578125,58.63079937773216,4183916.7820363743,3218.3975246433647,15.981797347359064,드로우다운 24.2% 회복,109447013.7283145,84190.01056024192,98222683.453101
2024-04-26,BUY,54.892608642578125,28.0267521712971,2000000.0,1538.4615384615386,12.118707981270662,고점대비 12.1% 하락 (매수단계: 2),101146172.69590159,3787.2994175389185,96222683.453101
2024-04-29,SELL,55.5479850769043,27.775525346380068,2005736.807677066,1542.874467443897,11.323830559938663,드로우다운 2.2% 회복,103210692.25965789,79392.84019973683,98228420.26077805
2024-04-29,SELL,55.5479850769043,28.0267521712971,2023878.4947748983,1556.8296113653064,12.118707981270662,드로우다운 8.7% 회복,105234570.75443278,80949.66981110214,100252298.75555295
2024-04-29,BUY,55.5479850769043,27.69608179903539,2000000.0,1538.4615384615386,11.069471495130388,고점대비 11.1% 하락 (매수단계: 2),101204955.45198081,2271.2743818675926,98252298.75555295
